 # Radius [km]   Gravitational mass [M_sol]
   12.991000000000000        2.1975286181993354     
   12.987000000000000        2.2000070388709863     
   12.983000000000001        2.2024578200387448     
   12.978999999999999        2.2048813036452399     
   12.975000000000000        2.2072778056128737     
   12.972000000000000        2.2096476605220650     
   12.968000000000000        2.2119912140896316     
   12.964000000000000        2.2143087465584679     
   12.960000000000001        2.2166005978762096     
   12.956000000000000        2.2188670605551595     
   12.952000000000000        2.2211084393058305     
   12.951000000000001        2.2233250404544385     
   12.945000000000000        2.2255171548583603     
   12.941000000000001        2.2276850630616654     
   12.936999999999999        2.2298290769424249     
   12.933000000000000        2.2319494347638651     
   12.929000000000000        2.2340464750662927     
   12.927000000000000        2.2361204316982430     
   12.922000000000001        2.2381715639317870     
   12.917999999999999        2.2402001742626263     
   12.914000000000000        2.2422065029181617     
   12.910000000000000        2.2441908100406396     
   12.906000000000001        2.2461533545047936     
   12.903000000000000        2.2480943980357284     
   12.898999999999999        2.2500141924236634     
   12.895000000000000        2.2519135072323064     
   12.891000000000000        2.2537928922969095     
   12.887000000000000        2.2556526138941417     
   12.882999999999999        2.2574929153403382     
   12.881000000000000        2.2593140628470185     
   12.875999999999999        2.2611162741784150     
   12.872000000000000        2.2628997592527087     
   12.868000000000000        2.2646647731892382     
   12.864000000000001        2.2664114898987844     
   12.861000000000001        2.2681401543821118     
   12.856999999999999        2.2698509650119374     
   12.853000000000000        2.2715441278202371     
   12.849000000000000        2.2732198196486464     
   12.846000000000000        2.2748782525647053     
   12.842000000000001        2.2765196218419441     
   12.837999999999999        2.2781440970810598     
   12.834000000000000        2.2797518901346905     
   12.837000000000000        2.2813431731009910     
   12.827000000000000        2.2829181007729669     
   12.823000000000000        2.2844769020461144     
   12.819000000000001        2.2860196950490601     
   12.815000000000000        2.2875466971379810     
   12.811999999999999        2.2890580554488764     
   12.808000000000000        2.2905539447321654     
   12.804000000000000        2.2920345249844529     
   12.800000000000001        2.2934999540945347     
   12.797000000000001        2.2949504137478640     
   12.792999999999999        2.2963860340197173     
   12.789000000000000        2.2978069870118349     
   12.786000000000000        2.2992134288776267     
   12.782000000000000        2.3006055068772207     
   12.778000000000000        2.3019833532569312     
   12.776000000000000        2.3033471636098035     
   12.771000000000001        2.3046970395006836     
   12.766999999999999        2.3060331335113289     
   12.763999999999999        2.3073555923942655     
   12.760000000000000        2.3086645689118983     
   12.756000000000000        2.3099601829808845     
   12.753000000000000        2.3112425772789180     
   12.749000000000001        2.3125118949114007     
   12.744999999999999        2.3137682700895446     
   12.742000000000001        2.3150118120963166     
   12.738000000000000        2.3162426778493566     
   12.737000000000000        2.3174609824237331     
   12.731000000000000        2.3186668513031452     
   12.727000000000000        2.3198604131376990     
   12.724000000000000        2.3210417901700193     
   12.720000000000001        2.3222111223400002     
   12.715999999999999        2.3233685062067813     
   12.712999999999999        2.3245140701142994     
   12.709000000000000        2.3256479335411635     
   12.706000000000000        2.3267702082347532     
   12.702000000000000        2.3278810231365168     
   12.698000000000000        2.3289805728577422     
   12.695000000000000        2.3300691850756716     
   12.691000000000001        2.3311470346398329     
   12.688000000000001        2.3322142192501674     
   12.683999999999999        2.3332708670946518     
   12.680999999999999        2.3343170901044927     
   12.677000000000000        2.3353530021524516     
   12.673999999999999        2.3363786975539242     
   12.670000000000000        2.3373943006713755     
   12.667000000000000        2.3383998991866735     
   12.663000000000000        2.3393956065567010     
   12.661000000000000        2.3403815290083716     
   12.656000000000001        2.3413577416400777     
   12.654000000000000        2.3423243582663482     
   12.648999999999999        2.3432814583493551     
   12.646000000000001        2.3442291532876034     
   12.641999999999999        2.3451675059587380     
   12.638999999999999        2.3460966396495726     
   12.635000000000000        2.3470166282306191     
   12.632999999999999        2.3479275624758813     
   12.628000000000000        2.3488295220548090     
   12.625000000000000        2.3497226007342404     
   12.621000000000000        2.3506068663992670     
   12.618000000000000        2.3514824253121716     
   12.615000000000000        2.3523493686762516     
   12.611000000000001        2.3532077373645945     
   12.608000000000001        2.3540576419552104     
   12.603999999999999        2.3548991439960556     
   12.601000000000001        2.3557323363710863     
   12.597000000000000        2.3565572897966875     
   12.593999999999999        2.3573740795772982     
   12.601000000000001        2.3581827856889648     
   12.587000000000000        2.3589834664343994     
   12.584000000000000        2.3597762300117759     
   12.580000000000000        2.3605611014159487     
   12.577000000000000        2.3613382002324870     
   12.574000000000000        2.3621075685991570     
   12.570000000000000        2.3628692888278628     
   12.567000000000000        2.3636234233412314     
   12.564000000000000        2.3643700307693813     
   12.560000000000000        2.3651091937007842     
   12.557000000000000        2.3658409834256995     
   12.554000000000000        2.3665654630999398     
   12.550000000000001        2.3672827002048424     
   12.547000000000001        2.3679927341093210     
   12.544000000000000        2.3686956620258011     
   12.539999999999999        2.3693915369139806     
   12.537000000000001        2.3700804015027503     
   12.534000000000001        2.3707623612068591     
   12.529999999999999        2.3714374293544966     
   12.526999999999999        2.3721057003045019     
   12.523999999999999        2.3727672192408744     
   12.521000000000001        2.3734220486047795     
   12.516999999999999        2.3740702619228338     
   12.513999999999999        2.3747118789521227     
   12.510999999999999        2.3753469991229088     
   12.507999999999999        2.3759756521838309     
   12.504000000000000        2.3765979151979599     
   12.500999999999999        2.3772138080756791     
   12.497999999999999        2.3778234389155495     
   12.494999999999999        2.3784268273551401     
   12.491000000000000        2.3790240212477900     
   12.488000000000000        2.3796150973126049     
   12.484999999999999        2.3802001005087563     
   12.481999999999999        2.3807790734331413     
   12.480000000000000        2.3813520827970143     
   12.475000000000000        2.3819192498436368     
   12.472000000000000        2.3824806823893439     
   12.468999999999999        2.3830364350282545     
   12.465999999999999        2.3835865593606389     
   12.462999999999999        2.3841311092096471     
   12.459000000000000        2.3846701587105841     
   12.456000000000000        2.3852037211423158     
   12.452999999999999        2.3857319010782474     
   12.449999999999999        2.3862546988289206     
   12.449999999999999        2.3867721830862321     
   12.444000000000001        2.3872844026042142     
   12.440000000000000        2.3877914027940004     
   12.436999999999999        2.3882932130861376     
   12.433999999999999        2.3887899135234858     
   12.430999999999999        2.3892815249785344     
   12.428000000000001        2.3897680950200950     
   12.425000000000001        2.3902496706443483     
   12.422000000000001        2.3907262780726315     
   12.419000000000000        2.3911979855458716     
   12.416000000000000        2.3916648206416280     
   12.413000000000000        2.3921268095260366     
   12.410000000000000        2.3925840445974274     
   12.406000000000001        2.3930365147801802     
   12.403000000000000        2.3934842741860036     
   12.400000000000000        2.3939273596647408     
   12.397000000000000        2.3943658377857466     
   12.394000000000000        2.3947997120699887     
   12.391000000000000        2.3952290355486303     
   12.388000000000000        2.3956538442607185     
   12.385000000000000        2.3960741774883454     
   12.382000000000000        2.3964900709974835     
   12.379000000000000        2.3969015522639565     
   12.375999999999999        2.3973086593037278     
   12.372999999999999        2.3977114590670849     
   12.369999999999999        2.3981099404316875     
   12.367000000000001        2.3985041745869609     
   12.364000000000001        2.3988941712500687     
   12.361000000000001        2.3992799790176993     
   12.358000000000001        2.3996616262718091     
   12.355000000000000        2.4000391451279413     
   12.352000000000000        2.4004125668223102     
   12.349000000000000        2.4007819451687400     
   12.346000000000000        2.4011472919278334     
   12.343000000000000        2.4015086324970936     
   12.340000000000000        2.4018660170889166     
   12.337000000000000        2.4022194719173662     
   12.335000000000001        2.4025690257692056     
   12.332000000000001        2.4029147063040686     
   12.327999999999999        2.4032565507754349     
   12.327999999999999        2.4035945889322945     
   12.324999999999999        2.4039288379789352     
   12.320000000000000        2.4042593555358098     
   12.317000000000000        2.4045861494622525     
   12.316000000000001        2.4049092557011642     
   12.311000000000000        2.4052286957190625     
   12.308000000000000        2.4055445013197070     
   12.305000000000000        2.4058567057253737     
   12.302000000000000        2.4061653394176248     
   12.307000000000000        2.4064704275401976     
   12.308999999999999        2.4067719789229578     
   12.303000000000001        2.4070700548589250     
   12.298000000000000        2.4073646652926119     
   12.288000000000000        2.4076558279627518     
   12.285000000000000        2.4079435821751991     
   12.282000000000000        2.4082279547175220     
   12.279000000000000        2.4085089482705393     
   12.276999999999999        2.4087866326942740     
   12.273999999999999        2.4090609919106809     
   12.271000000000001        2.4093320751616609     
   12.268000000000001        2.4095999011905835     
   12.265000000000001        2.4098644953669837     
   12.263000000000000        2.4101258901516736     
   12.260000000000000        2.4103840772702201     
   12.257000000000000        2.4106391300229908     
   12.254000000000000        2.4108910320640002     
   12.250999999999999        2.4111398301811486     
   12.247999999999999        2.4113855343559543     
   12.246000000000000        2.4116281755807987     
   12.243000000000000        2.4118677756419999     
   12.240000000000000        2.4121043643377109     
   12.237000000000000        2.4123379816958277     
   12.234999999999999        2.4125686521100325     
   12.231999999999999        2.4127964505244446     
   12.228999999999999        2.4130213491680621     
   12.226000000000001        2.4132434168703938     
   12.223000000000001        2.4134626508754344     
   12.221000000000000        2.4136790801637011     
   12.218000000000000        2.4138927289531580     
   12.215000000000000        2.4141036277495176     
   12.212999999999999        2.4143117823748641     
   12.210000000000001        2.4145172310604863     
   12.207000000000001        2.4147200004408136     
   12.204000000000001        2.4149200948231004     
   12.202999999999999        2.4151175326861289     
   12.199999999999999        2.4153123378495929     
   12.196000000000000        2.4155045471154537     
   12.195000000000000        2.4156941794874016     
   12.191000000000001        2.4158812461104340     
   12.188000000000001        2.4160657621558674     
   12.186999999999999        2.4162477414549985     
   12.183999999999999        2.4164272237263877     
   12.180000000000000        2.4166042099149601     
   12.178000000000001        2.4167787296740761     
   12.176000000000000        2.4169508067350289     
   12.172000000000001        2.4171204320418651     
   12.172000000000001        2.4172876742265887     
   12.167000000000000        2.4174524943464610     
   12.164000000000000        2.4176149534944082     
   12.164999999999999        2.4177750406123590     
   12.160000000000000        2.4179327779955804     
   12.157000000000000        2.4180882177167726     
   12.154999999999999        2.4182413269240546     
   12.151000000000000        2.4183921538251827     
   12.151999999999999        2.4185407202827776     
   12.148999999999999        2.4186870140962364     
   12.145000000000000        2.4188310519979006     
   12.141000000000000        2.4189728854385115     
   12.138000000000000        2.4191125166168614     
   12.135000000000000        2.4192499506811931     
   12.132999999999999        2.4193852099815523     
   12.138000000000000        2.4195183075416589     
   12.128000000000000        2.4196492656085042     
   12.130000000000001        2.4197780883525506     
   12.122999999999999        2.4199047997802805     
   12.119999999999999        2.4200294190557132     
   12.117000000000001        2.4201519599807337     
   12.115000000000000        2.4202724247249696     
   12.112000000000000        2.4203908483255323     
   12.109999999999999        2.4205072240366663     
   12.106999999999999        2.4206215773670503     
   12.105000000000000        2.4207339155860086     
   12.102000000000000        2.4208442752974264     
   12.100000000000000        2.4209526565903898     
   12.097000000000000        2.4210590469913056     
   12.095000000000001        2.4211635121913901     
   12.092000000000001        2.4212660307926286     
   12.089000000000000        2.4213666225068384     
   12.087000000000000        2.4214653174225038     
   12.084000000000000        2.4215621044422404     
   12.082000000000001        2.4216570025931277     
   12.079000000000001        2.4217500303346298     
   12.077000000000000        2.4218412112469778     
   12.074000000000000        2.4219305474382411     
   12.071999999999999        2.4220180580136614     
   12.069000000000001        2.4221037362130073     
   12.067000000000000        2.4221876276959677     
   12.065000000000000        2.4222697189485820     
   12.061999999999999        2.4223500149360624     
   12.060000000000000        2.4224285701972859     
   12.057000000000000        2.4225053411246047     
   12.055000000000000        2.4225803936657555     
   12.052000000000000        2.4226537063059559     
   12.050000000000001        2.4227252954969587     
   12.047000000000001        2.4227951965338015     
   12.045000000000000        2.4228633807443218     
   12.042999999999999        2.4229299016888599     
   12.039999999999999        2.4229947428535219     
   12.038000000000000        2.4230579196083757     
   12.035000000000000        2.4231194608863658     
   12.034000000000001        2.4231793600079925     
   12.029999999999999        2.4232376307651169     
   12.028000000000000        2.4232942892804061     
   12.026000000000000        2.4233493513356112     
   12.023000000000000        2.4234028223706434     
   12.021000000000001        2.4234547003435885     
   12.019000000000000        2.4235050094304311     
   12.016999999999999        2.4235537569384999     
   12.013000000000000        2.4236009749145602     
   12.010999999999999        2.4236466422398011     
   12.010999999999999        2.4236907835032677     
   12.006000000000000        2.4237334131344808     
   12.005000000000001        2.4237745250844314     
   12.004000000000000        2.4238141517435916     
   11.999000000000001        2.4238522820769779     
   11.997999999999999        2.4238889430562831     
   11.994000000000000        2.4239241430973317     
   11.993000000000000        2.4239578784279985     
   11.992000000000001        2.4239901723059125     
   11.990000000000000        2.4240210436036538     
   11.987000000000000        2.4240505017919705     
   11.983000000000001        2.4240785691832505     
   11.981000000000000        2.4241052301924908     
   11.978999999999999        2.4241305274193028     
   11.977000000000000        2.4241544550354019     
   11.975000000000000        2.4241770215274174     
   11.971000000000000        2.4241982292314130     
   11.974000000000000        2.4242181171646524     
   11.972000000000000        2.4242366890524116     
   11.964000000000000        2.4242539184656913     
   11.965000000000000        2.4242698643718734     
   11.961000000000000        2.4242844842501321     
   11.961000000000000        2.4242978322112552     
   11.959000000000000        2.4243099029914390     
   11.952999999999999        2.4243207005041798     
   11.955000000000000        2.4243302383303176     
   11.958000000000000        2.4243385152637393     
   11.961000000000000        2.4243455672398500     
   11.956000000000000        2.4243513675224762     
   11.941000000000001        2.4243559570800768     
   11.939000000000000        2.4243593103803902     
   11.936000000000000        2.4243614704578049     
   11.933999999999999        2.4243624282739229     
