simulation_id,mass1,mass2,spin1x,spin1y,spin1z,spin2x,spin2y,spin2z,distance,inclination,coa_phase,polarization,longitude,latitude,geocent_end_time,geocent_end_time_ns
sim_inspiral:simulation_id:2418,9.393415,1.196684,0.09284718,-0.07379817,-0.127932,-0.01690608,-0.01275926,-0.00610456,315.4174,0.8894227,1.67074,3.003476,0.5919727,-1.461144,1358933874,350057632
sim_inspiral:simulation_id:2420,8.03669,1.322254,-0.2300408,-0.2787111,0.3113727,-0.02321309,0.01204673,0.006821513,261.6232,2.398352,5.134168,4.78566,2.45216,-1.224328,1359034696,830511427
sim_inspiral:simulation_id:2424,7.837847,1.252519,0.1838791,0.006787199,-0.08659631,-0.01685915,0.01762088,-0.01341589,125.2515,2.466343,0.263135,1.312268,5.536956,-0.3998913,1359070463,48076029
sim_inspiral:simulation_id:2447,6.392193,1.215247,0.03967759,0.3544614,0.002479512,0.02102046,0.004219457,-0.003348859,338.5859,1.988382,4.564816,1.29022,1.655513,1.002959,1359338400,94495470
sim_inspiral:simulation_id:2452,6.942834,1.084121,0.2756861,-0.1300043,-0.3451135,0.01184376,-0.007530549,-0.01414005,351.4067,0.9361829,3.241679,3.526282,4.573733,0.8371068,1359395433,196907362
sim_inspiral:simulation_id:2483,8.724916,1.251829,0.3164765,0.3080781,0.1692474,0.007599133,0.01097378,0.02544204,285.8248,1.902576,3.924068,5.384565,1.989701,1.058009,1359879205,886490047
sim_inspiral:simulation_id:2489,8.777367,1.205914,-0.1195887,-0.05405129,0.1302717,0.01674301,0.02354376,0.03764625,193.9712,1.776219,1.682731,5.653604,3.86745,0.3623888,1359909125,132559429
sim_inspiral:simulation_id:2493,8.275378,1.172937,-0.05327894,0.04084186,0.02857042,0.02153461,-0.03265288,7.755685e-05,378.0613,2.371015,1.907162,4.31652,0.3213658,-0.01290989,1359930857,152726756
sim_inspiral:simulation_id:2546,6.611032,1.68877,0.3270809,-0.3537334,0.09182347,0.01775068,0.01896901,-0.04209865,370.8569,0.3501628,4.841171,5.255799,0.5548471,-0.5143441,1360768111,344672481
sim_inspiral:simulation_id:250,9.241542,1.159501,0.1365797,0.08271896,0.00406126,0.003065327,-0.01475745,0.01516,292.1611,2.197701,4.370703,3.134809,5.451206,0.5613497,1328707954,950942287
sim_inspiral:simulation_id:251,8.407991,1.444243,0.0009134343,0.005025055,0.000745298,-0.003894877,0.009020487,-0.009710734,473.7715,0.5325329,1.969504,1.247828,2.928201,1.343122,1328711066,741677093
sim_inspiral:simulation_id:260,7.387415,1.212996,0.02118758,-0.01000587,-0.004752695,0.005723321,-0.01264305,-0.0003877883,384.2209,0.7079561,5.037197,3.924562,3.619533,-0.2561803,1328836114,665845118
sim_inspiral:simulation_id:269,9.138098,1.305779,-0.05817159,0.03196557,0.1597867,-0.007822515,0.01407214,-0.01020141,201.7713,1.078422,3.566636,3.887957,1.554369,-0.3300516,1328966487,625310685
sim_inspiral:simulation_id:285,8.521972,1.202534,0.1637763,0.3538277,0.03223353,0.01615373,0.007801241,-0.001519616,488.1672,0.5352885,4.956018,1.517305,4.018507,-0.3880805,1329177347,163756298
sim_inspiral:simulation_id:295,9.264753,1.360508,0.01326503,0.111797,-0.2520815,0.03201657,-0.01838794,0.001513081,179.7693,1.774162,0.8342391,3.753494,1.438485,0.3291371,1329284033,769964778
sim_inspiral:simulation_id:2552,9.893018,1.406257,0.04485337,0.1228192,-0.09091612,0.0007707138,-0.0001162402,0.002322179,392.2893,0.7579015,4.919769,0.6771744,2.102582,-1.100488,1360859241,974574081
sim_inspiral:simulation_id:2559,7.433541,1.358955,-0.07522444,-0.03891242,-0.07833496,0.005396069,-0.03855759,0.01566263,455.7215,0.8819334,2.273228,0.8690646,2.512152,0.2869659,1360998010,628395779
sim_inspiral:simulation_id:2568,6.951085,1.410675,0.1624835,0.1379361,0.0588995,-0.01978622,-0.01147897,0.03455892,62.02447,2.044222,2.359668,1.089243,2.270143,1.352945,1361116595,673922715
sim_inspiral:simulation_id:2573,8.897376,1.396038,0.1096709,-0.08037246,0.03356861,-0.01220832,0.018701,-0.02526278,186.3291,2.414491,0.1012737,3.606949,5.636388,-0.1129464,1361171253,739490925
sim_inspiral:simulation_id:2574,6.913427,1.45617,-0.04023537,-0.2200537,0.3679367,0.0146739,-0.00380284,0.008657109,262.7346,1.22351,1.363616,5.411433,5.367336,0.6501131,1361174095,464229829
sim_inspiral:simulation_id:2594,9.859803,1.357818,0.02225458,0.007468951,0.01683349,-0.0003423629,-0.001039322,-0.002372246,274.7819,3.117922,4.489732,4.007461,5.22999,-1.1318,1361520025,206569974
sim_inspiral:simulation_id:2604,8.446636,1.471919,-0.02483781,0.001963685,0.01899071,0.02416729,0.006745247,-0.02370437,461.601,2.716423,5.772372,1.694561,1.528139,-0.05014309,1361716740,773387344
sim_inspiral:simulation_id:2621,8.608373,1.486392,0.03269004,-0.0003105132,0.01495659,0.0004362047,0.00240415,-0.01682668,64.79883,2.051092,4.003209,1.283994,0.9822065,-1.119591,1361955885,84008668
sim_inspiral:simulation_id:2637,7.490702,1.260543,-0.28685,-0.1330232,-0.1106126,-0.02088059,0.005618681,0.002986036,87.64381,1.215205,2.800586,4.37677,4.343151,0.1488651,1362223979,390354123
sim_inspiral:simulation_id:2639,7.986932,1.179806,-0.2842464,0.1387557,-0.3080307,2.173448e-05,-0.001276462,-0.001111592,154.0304,2.723547,5.213078,2.244597,3.763641,-0.1123398,1362229391,943842784
sim_inspiral:simulation_id:2652,9.433936,1.103042,-0.3168375,-0.3681363,0.06264276,-0.005993666,-0.03763273,0.00311711,102.3905,1.899132,3.489584,1.798257,1.505676,-0.01903577,1362384478,162005652
sim_inspiral:simulation_id:2655,7.205191,1.567612,0.03218856,0.4088506,0.2654707,-0.004058814,-0.0067847,0.009437966,239.421,1.105738,1.598341,5.748186,1.852402,-0.3139508,1362421514,403566563
sim_inspiral:simulation_id:2657,8.413282,1.507082,-0.2666778,0.0197656,-0.1964096,-0.02657525,-0.020058,-0.03099309,353.5688,2.260894,3.293746,0.644701,1.309144,0.5901073,1362446973,117503773
sim_inspiral:simulation_id:2674,8.021608,1.102293,0.1599094,0.1184262,0.3848674,0.01905569,0.01281444,0.04185421,324.7464,1.852281,3.073042,5.724362,2.115191,0.5133059,1362635793,319744026
sim_inspiral:simulation_id:2680,6.787194,1.294944,0.02194973,0.4182257,0.1957842,-0.02258634,-0.01821768,0.00121251,242.9763,3.072281,3.420136,4.670317,2.747943,-0.7420055,1362679045,557567460
sim_inspiral:simulation_id:2704,7.403869,1.273675,0.02146477,-0.01228608,-0.04346048,0.003618726,0.008349583,-0.01420854,381.4617,0.4077449,4.397995,4.672512,0.6535077,-1.071089,1363150080,940182679
sim_inspiral:simulation_id:2705,7.602793,1.432917,0.07501839,-0.1509996,0.3973511,0.004259155,-0.001562807,-0.006581696,204.7926,2.02082,0.7862492,3.220862,5.342501,0.1627946,1363160740,420986957
sim_inspiral:simulation_id:2715,8.64988,1.338683,0.01945514,0.01953262,0.0301809,0.004556255,0.01164262,0.001929411,341.6361,0.5824046,4.891394,1.580057,3.713303,0.815966,1363316269,98968115
sim_inspiral:simulation_id:2716,8.267775,1.388134,-0.0373839,0.08850553,-0.003211697,-0.02751515,0.01359338,-0.01635841,116.5396,2.092452,4.172191,2.238268,0.7044924,0.1594681,1363329296,245415665
sim_inspiral:simulation_id:2754,8.794248,1.4139,-0.0005175592,-0.0007144443,0.005623477,-0.004942424,0.005629877,0.008731954,299.2763,1.021617,0.1248455,2.986504,2.471817,-0.8688529,1363793756,540669769
sim_inspiral:simulation_id:2757,7.495426,1.412211,0.05415202,0.02489448,0.2722301,0.02282215,-0.01339518,0.009915298,629.2926,0.3260752,2.27861,0.3464331,5.548595,-0.8623896,1363838816,210087205
sim_inspiral:simulation_id:2802,8.583304,1.337443,-0.3531588,-0.06559608,-0.09024852,0.03267542,0.01253066,-0.01254565,293.5011,2.028573,0.2693678,1.398057,2.824332,-0.9001964,1364504613,858734181
sim_inspiral:simulation_id:2810,9.339503,1.405395,-0.1577445,0.06458243,0.013458,-0.01423277,-0.01183067,-0.02689123,331.6205,0.7253331,5.345714,3.368834,3.402576,-0.8090091,1364602581,892349344
sim_inspiral:simulation_id:2812,6.550985,1.470993,-0.2018345,0.1706608,0.05329309,-0.009646077,0.005344477,0.01033918,306.1209,2.176076,0.2806937,4.010224,1.824467,-0.07399025,1364615140,765786334
sim_inspiral:simulation_id:2843,8.937002,1.207103,-0.07465285,-0.006047809,0.04607577,-0.03814928,-0.02468844,0.01647758,186.4892,1.550742,0.4248484,1.062742,3.889658,-1.141854,1365092231,984281190
sim_inspiral:simulation_id:2845,9.083526,1.432483,0.008114431,0.003928293,0.009358712,-0.009456479,0.01702469,0.039568,340.7467,1.207973,0.4261044,2.239582,0.6958461,0.4457468,1365116565,582207828
sim_inspiral:simulation_id:2867,7.202377,1.091363,0.06618027,-0.1555985,-0.08713162,-0.005942195,-0.003630873,-0.0402803,367.0531,2.530205,6.047466,4.901328,3.404975,1.16065,1365498380,683270662
sim_inspiral:simulation_id:2876,7.556766,1.18621,-0.2817458,-0.0452378,0.2069075,0.002274212,-0.01054435,-0.009031972,311.1663,2.275894,0.5956035,1.667605,2.981935,1.043401,1365558768,341381479
sim_inspiral:simulation_id:2906,7.7835,1.320338,-0.1123186,0.1202784,0.1986708,-0.0008251151,0.003837833,0.03307648,106.8223,1.056474,2.302655,5.459087,2.940691,0.7217594,1365941430,664846335
sim_inspiral:simulation_id:2911,6.501625,1.152556,0.06228966,0.1257426,0.1881817,-0.001998498,0.001949407,-0.01250809,542.5273,0.5344569,0.9289576,5.317228,1.317793,-0.5310288,1366017103,647077691
sim_inspiral:simulation_id:2922,8.576447,1.231848,0.1907314,-0.01730099,-0.04441984,0.04656962,0.003821948,-0.0006154654,437.424,0.3519633,2.668428,0.5416022,1.232112,0.5027885,1366133056,802758692
sim_inspiral:simulation_id:2923,7.047995,1.249427,0.1857724,-0.06933656,-0.007084186,-0.02348951,-0.003895906,0.02576879,190.8692,0.9563775,0.1548917,2.416498,3.770186,-0.6372076,1366152920,287240415
sim_inspiral:simulation_id:2926,7.843822,1.313539,-0.006418565,-0.198244,-0.2259577,-0.01081529,-0.001022636,-0.005504018,434.6754,1.967351,5.944125,0.5927665,5.686917,-0.9623473,1366170108,458994076
sim_inspiral:simulation_id:2929,7.712219,1.17129,0.02984627,-0.07218769,-0.03827492,0.03481613,-0.01969998,0.02499894,314.546,0.2336794,2.275409,4.055892,4.115172,-0.4324079,1366206682,805786215
sim_inspiral:simulation_id:2931,7.675361,1.400615,0.1955299,0.0484024,-0.1258169,-0.003543661,0.004265714,0.001018168,333.904,3.015263,1.008902,0.4878963,1.637868,-1.004021,1366214015,548770902
sim_inspiral:simulation_id:2955,7.881609,1.347315,0.1564567,-0.2108505,0.3705083,-0.01274392,0.03535265,-0.007531037,487.8792,0.3874254,4.115981,1.091877,1.460754,1.135212,1366587870,300988492
sim_inspiral:simulation_id:2973,7.775269,1.486678,0.2970952,-0.3278326,-0.1192309,-0.03066433,-0.01115581,0.006836116,217.0515,0.6187838,3.299519,1.911863,1.481506,-0.3466973,1366747911,888468451
sim_inspiral:simulation_id:2988,7.167263,1.129494,-0.1952796,0.00781962,0.1208584,0.004825593,0.006422897,0.004225191,198.8485,1.037537,0.3440349,0.6747562,2.215294,0.2286899,1367119762,900479387
sim_inspiral:simulation_id:3047,7.206739,1.517923,0.07810719,-0.04763381,0.06282843,0.004555465,-0.04107288,0.02180474,404.0868,0.9873419,6.151387,3.561986,4.83686,1.297631,1367996214,778426166
sim_inspiral:simulation_id:304,8.453884,1.333004,0.2345972,-0.2605352,0.2127007,0.01776013,0.01842602,0.01481815,320.9717,1.63119,0.157983,1.826668,5.644145,-0.6127577,1329374169,898380792
sim_inspiral:simulation_id:310,7.943623,1.386788,-0.009985819,-0.05578797,-0.1699485,0.006793127,0.03666665,-0.009739778,207.0447,2.504932,5.826298,0.2356608,0.7777255,0.3054447,1329518339,828640488
sim_inspiral:simulation_id:329,9.001944,1.3855,-0.02087426,-0.157733,0.005590174,0.02782014,0.004824535,-0.003929666,263.9271,2.798244,1.197897,1.992704,3.868982,-0.3626519,1329708150,397436466
sim_inspiral:simulation_id:337,7.79855,1.439159,0.02734627,-0.06853115,-0.04937643,-0.01055298,-0.02359776,0.004221459,219.9872,0.9995228,1.740873,2.584374,1.372621,-0.6422096,1329754844,739588946
sim_inspiral:simulation_id:342,8.567602,1.337051,-0.04793564,0.02354361,0.003823264,0.00915205,-0.0110142,0.02113116,152.4999,1.03475,4.098677,3.424332,5.895941,0.001044512,1329908063,986919076
sim_inspiral:simulation_id:3057,7.385844,1.353646,0.1472685,0.231187,0.2246221,-0.03034261,-0.01216183,-0.01416109,449.5244,2.808743,4.885071,3.524402,3.248219,0.1573303,1368192072,810501840
sim_inspiral:simulation_id:3063,7.559386,1.345905,0.08589581,0.1698732,-0.08558858,0.009259987,-0.01933391,0.01485908,177.6926,0.3155149,1.23858,0.1968833,4.791578,0.712091,1368275914,654632795
sim_inspiral:simulation_id:3090,8.882506,1.413611,-0.1559225,0.122301,-0.03004094,-0.001751598,0.01022912,-0.001136175,389.1836,0.4238695,5.970811,1.455896,6.016095,0.03462124,1368757864,193739890
sim_inspiral:simulation_id:3103,8.310418,1.51876,0.05953361,-0.1331581,-0.09214708,-0.0345227,-0.02219094,0.01425085,513.4819,2.303481,5.41487,4.775322,4.531518,0.7812241,1369031615,835535663
sim_inspiral:simulation_id:3110,7.881696,1.368443,-0.07748438,-0.04339383,-0.04100855,0.003765294,0.0007545433,-0.00111307,222.3913,2.52821,5.508911,3.057851,0.36667,-1.267803,1369125862,21268276
sim_inspiral:simulation_id:3145,6.257217,1.348062,0.3509049,0.1358751,-0.1687724,0.01249816,-0.0008753748,-0.03848148,146.9286,2.365274,5.25692,3.144372,3.899975,0.3377653,1369749203,813265733
sim_inspiral:simulation_id:3172,7.324096,1.437696,-0.04541482,-0.2385845,0.01108428,-0.002912334,0.001031995,0.008286349,171.8239,2.316183,3.893513,1.544833,2.259624,0.6351936,1370139595,635608226
sim_inspiral:simulation_id:3203,10.49123,1.57937,0.2905923,0.1307856,-0.06351302,0.003187542,0.008098287,-0.02368127,569.3902,3.094876,0.7482924,4.381808,5.557971,-1.276427,1370484780,404382395
sim_inspiral:simulation_id:3208,6.261985,1.322378,-0.002502687,-0.06597499,0.06835756,-0.01285741,0.002497039,0.008332853,420.1631,0.4464904,0.2568121,0.8115273,2.140716,-0.3462617,1370524688,688849058
sim_inspiral:simulation_id:3246,8.023801,1.109737,-0.09180156,0.1418702,-0.3473898,-0.001210872,0.002542692,0.02822549,275.5112,0.1460622,2.793992,3.510453,2.999486,0.2308032,1371269408,971094012
sim_inspiral:simulation_id:3263,8.951278,1.726822,0.1257125,0.02902021,-0.009545776,-0.03300151,0.01834667,0.01511804,378.2757,0.2450805,3.182203,1.571939,3.004382,0.9423094,1371409086,15512093
sim_inspiral:simulation_id:3290,8.047499,1.545285,0.03113301,0.0654397,0.01808877,-0.00839303,0.002359374,0.01685089,537.4813,0.4672082,2.580145,3.316456,2.836118,-0.8093964,1371903384,596251203
sim_inspiral:simulation_id:3294,6.532381,1.039612,0.2098266,-0.1302659,-0.07614758,-5.825504e-06,6.440123e-06,-0.0001605357,409.067,2.71583,3.701884,3.154439,6.062026,-0.1644473,1371937024,569480047
sim_inspiral:simulation_id:3300,9.398837,1.121438,0.06120104,0.0649545,0.06519633,-0.03328305,0.0005887228,-0.01170206,135.2971,2.156506,1.431074,5.302827,2.385847,-0.5866916,1372048187,12386326
sim_inspiral:simulation_id:3305,8.844831,1.438673,0.01843293,-0.1209361,-0.3826501,-0.007913373,0.001895045,0.0253498,310.9292,1.981347,5.32982,4.812817,4.759362,-0.9045117,1372089742,304809742
sim_inspiral:simulation_id:3316,8.178706,1.40441,-0.08129525,0.2259586,0.2791994,-0.0243541,-0.001784022,-0.03940704,94.04603,0.914515,4.961485,1.999315,0.2601276,-0.1253239,1372221482,705243777
sim_inspiral:simulation_id:3320,8.533153,1.351347,0.02616285,-0.0003061562,0.01431454,-0.02332344,0.0208052,0.001073653,410.2609,0.8024272,5.614005,4.161778,5.915687,-1.238689,1372235185,488016257
sim_inspiral:simulation_id:3325,7.871768,1.428123,-0.01104774,-0.03989604,0.03580528,0.00175278,-0.04631636,0.01272285,149.3673,2.015997,4.002956,2.240757,3.936311,-0.334274,1372269381,138247141
sim_inspiral:simulation_id:3329,8.220841,1.751456,0.09927896,-0.406557,0.03041263,-0.009551288,0.01842421,-0.03657857,383.7283,0.7629564,4.622148,5.17613,1.033728,1.324386,1372299771,782345120
sim_inspiral:simulation_id:3351,7.673414,1.523038,-0.03399114,0.01354885,0.032315,0.003737059,0.02771377,-0.0004788408,249.6523,2.180061,6.151304,4.496812,0.01393106,0.0003455877,1372641810,429474643
sim_inspiral:simulation_id:3371,6.926757,1.480626,-0.05031784,0.1626037,-0.1351162,-0.006836786,-0.002972633,0.003357449,590.035,2.583769,3.920516,2.269645,0.7346874,0.6726852,1372867908,859735981
sim_inspiral:simulation_id:3393,7.638537,1.520558,-0.06775033,-0.00899348,-0.1737212,-0.009535004,0.0004156914,0.02414922,392.4235,2.352485,2.288088,1.161654,2.767415,-1.141087,1373101760,3155799
sim_inspiral:simulation_id:3395,7.451977,1.565448,0.09874682,0.0336032,0.2139904,0.003790927,-0.002849638,-0.002673763,512.9907,0.3896934,5.982203,0.3082152,5.612117,0.5404185,1373106811,546275593
sim_inspiral:simulation_id:3416,8.965014,1.543064,0.1004099,-0.04406403,-0.0481776,-0.004573526,0.001340559,0.001640718,291.339,0.3261481,3.661685,4.266123,2.669833,-0.765521,1373333555,551103766
sim_inspiral:simulation_id:3428,8.518818,1.574803,-0.002809168,0.01346119,-0.02359434,0.003414438,0.001631397,-0.02296475,783.7751,0.5854221,5.13467,5.064378,2.523969,-0.4591511,1373612466,906843481
sim_inspiral:simulation_id:3443,7.189264,1.438874,-0.02672787,0.01141846,-0.02221863,-0.0195394,0.03051345,0.01745437,648.4165,0.3009945,2.68137,1.017763,4.59398,0.6942198,1373862908,633388000
sim_inspiral:simulation_id:3472,8.327842,1.373538,-0.003454474,0.03641456,0.02287604,0.01957863,0.0004368805,0.03904419,265.7197,0.4141441,1.923548,0.8585104,5.20207,1.143158,1374330042,804863121
sim_inspiral:simulation_id:3509,9.561793,1.38039,0.33917,-0.2899442,-0.1495546,0.006247849,0.01172488,-0.01785841,383.6487,2.153983,5.484979,3.372058,2.635514,-1.044274,1374910461,413930541
sim_inspiral:simulation_id:3521,8.186649,1.157018,-0.07728803,-0.03499641,0.2126531,-0.01227625,-0.006764945,0.01779832,188.9287,2.582506,4.215132,0.1845217,4.648999,-0.3436814,1375163275,604953624
sim_inspiral:simulation_id:3533,10.133,1.306619,-0.1079864,-0.04740109,0.03593981,0.01080863,-0.01506998,0.01340635,240.3128,0.91181,5.086521,2.244393,5.33229,1.038814,1375351486,846088390
sim_inspiral:simulation_id:3539,5.727553,1.27124,0.2187541,-0.1635474,-0.2143118,-0.02939353,0.006827713,0.03623114,144.5721,2.123297,2.583477,0.4978239,0.6716778,-0.9157315,1375428972,742781276
sim_inspiral:simulation_id:3546,8.567006,1.369265,-0.1390402,-0.06214474,-0.04763447,-0.0120379,-0.0105325,-0.01139665,193.915,0.8801944,3.395443,1.609747,0.9035249,0.7081606,1375539963,398428686
sim_inspiral:simulation_id:362,6.687501,1.517524,0.2326806,-0.09561653,0.3200614,0.01440146,-0.02562843,0.007843756,258.911,2.660391,0.4513445,1.353795,3.508492,-0.0543241,1330102675,415773634
sim_inspiral:simulation_id:3572,8.568085,1.451244,-0.1238951,-0.06215777,-0.08716547,0.02646879,0.01328228,-0.002163584,320.5449,2.339735,4.236485,0.389278,2.574637,-0.2474847,1376022327,299285237
sim_inspiral:simulation_id:3578,6.173702,1.222859,0.02121141,0.0116688,0.322155,0.01248914,0.02151977,-0.01667015,311.7318,0.6545312,3.903961,3.42812,2.766531,1.225364,1376150646,733942656
sim_inspiral:simulation_id:3606,7.297374,1.166756,0.03151074,-0.2406918,0.07962159,-0.001250188,-1.645174e-05,0.003808687,740.6078,0.4408152,4.076589,1.874873,4.761227,-0.7977476,1376578794,759870144
sim_inspiral:simulation_id:3612,7.360512,1.037668,-0.287393,0.1853986,0.05990253,-0.003832156,0.02958659,0.03670037,254.6177,0.7706009,4.91446,0.381367,2.502837,0.3269916,1376650898,130432339
sim_inspiral:simulation_id:3628,6.962273,1.455775,-0.1270766,0.08505364,-0.08205449,0.008454852,0.01621976,-0.02657424,260.6114,2.639748,5.721036,3.680178,4.185336,-0.1467006,1376925764,188202535
sim_inspiral:simulation_id:3691,9.420774,1.592155,0.02338564,-0.009420989,0.01347794,-0.007505718,0.003652043,0.01292789,279.6524,1.850745,0.7671815,1.646926,3.515187,1.08622,1377998056,367890266
sim_inspiral:simulation_id:3698,8.358112,1.361441,-0.0005907447,-0.008729311,-0.008326643,-0.03710451,0.001539189,-0.001315226,473.4278,2.326204,0.3436953,4.30364,4.851984,0.3164558,1378094456,809984093
sim_inspiral:simulation_id:3714,8.476349,1.193343,-0.002388425,-0.08995519,-0.01879191,0.01056289,0.01335962,-0.007994234,367.0999,0.4231986,1.24689,0.3621012,5.921012,0.187333,1378407940,627763499
sim_inspiral:simulation_id:3735,7.117041,1.252703,0.0009716609,0.0004424879,-0.0004911269,0.0002853398,0.01272888,0.01142328,179.002,2.062317,1.927871,4.182865,0.09234019,-0.2309558,1378601826,442990918
sim_inspiral:simulation_id:3752,8.362208,1.406774,0.1868321,-0.08090288,-0.154432,0.03540186,-0.0169773,0.01655031,248.9979,2.563455,4.095054,4.554088,4.809211,-0.7314327,1378892553,358414529
sim_inspiral:simulation_id:3757,8.301059,1.313656,0.0840227,0.04716402,0.3576141,-0.001301088,-0.02220718,-0.0158521,536.7115,2.323268,4.04818,2.320109,0.8785411,0.9112477,1378986382,836139052
sim_inspiral:simulation_id:3785,9.073918,1.112979,-0.1889043,0.01291935,-0.03637696,0.03214964,0.01061426,0.002918167,349.0483,3.074061,4.450757,6.122872,1.111362,-0.6272224,1379459548,493856635
sim_inspiral:simulation_id:3806,7.748117,1.309001,0.1760083,-0.09101725,0.01984083,0.045717,0.004259363,-0.01560064,290.8192,0.7019227,1.085856,4.586753,1.150081,0.08901522,1379840223,609197827
sim_inspiral:simulation_id:3811,7.216694,1.221619,0.1033726,-0.2784859,0.0383159,0.003973455,0.004992336,-0.004168342,541.7784,3.08778,1.338786,2.626962,3.929751,0.1906468,1379891909,793462608
sim_inspiral:simulation_id:3813,7.845394,1.374057,0.1215856,-0.4096351,0.05983288,-0.0006055922,-0.006961368,-0.03957226,295.6824,2.199563,0.3043301,1.187887,3.566292,-0.5096575,1379921023,222968108
sim_inspiral:simulation_id:3837,7.35813,1.441539,-0.02414203,0.1047961,-0.01224383,0.04297037,-0.0117185,0.01418573,287.8843,0.7061294,1.686895,5.482604,5.294939,0.2543608,1380201234,958307170
sim_inspiral:simulation_id:3843,9.629354,1.196331,-0.006834947,-0.003444212,-0.001666715,-0.003485281,-0.02190035,-0.0216552,288.5213,0.1594549,1.378614,2.974569,4.268342,1.124887,1380261496,479318864
sim_inspiral:simulation_id:3846,8.778735,1.346244,-0.3424866,0.109478,0.2934715,0.002224669,-0.004003013,-0.03004399,492.6942,0.1379509,5.497719,5.026822,2.125252,0.7035625,1380478833,300328957
sim_inspiral:simulation_id:3849,9.011872,1.639952,0.01175375,0.26799,0.1334888,-0.006316111,0.01530649,-0.00383967,361.0136,0.3173082,5.94028,5.668028,2.755451,0.7728075,1380519865,670295279
sim_inspiral:simulation_id:3869,8.585634,1.218768,0.332815,0.1547457,0.1754017,-0.02004389,-0.006980865,-0.04372742,470.3037,0.3318621,4.64209,2.091317,6.065075,1.12955,1380790666,770680686
sim_inspiral:simulation_id:3885,7.035668,1.256565,0.1190118,-0.2241528,0.02105713,-0.0009757963,-0.04761602,-0.005688833,134.6137,0.4957718,4.406413,3.80977,2.779461,-0.5101572,1381078364,825041238
sim_inspiral:simulation_id:3896,8.317897,1.371693,-0.02449381,0.03552736,0.04414817,0.01175903,0.03468751,0.001619197,233.7625,1.877117,2.006237,3.907449,2.929712,0.09626312,1381168143,872691550
sim_inspiral:simulation_id:3902,6.99016,1.159751,-0.1092835,0.1372685,-0.00468631,0.009559182,0.03337189,-0.009573076,474.9722,2.660082,6.201382,2.021045,1.870514,0.5818032,1381247604,921614860
sim_inspiral:simulation_id:3905,7.345457,1.450981,-0.02783732,0.06417406,-0.07744393,-0.00873042,-0.02222583,-0.02218697,158.2573,2.318575,0.6921346,2.770532,3.435694,-0.3461647,1381309226,961642595
sim_inspiral:simulation_id:3910,6.538305,1.314443,0.02735148,0.008939398,-0.01800746,-0.001523839,0.008898749,-0.008564833,198.7924,2.707157,3.76433,2.508577,3.421015,-0.1894703,1381415375,149936969
sim_inspiral:simulation_id:3949,6.237561,1.087669,-0.3354484,-0.01253019,0.04547927,0.03485782,-0.02739144,0.02090103,217.7223,2.18053,4.947306,3.596491,0.9468861,0.0353157,1381787777,589211638
sim_inspiral:simulation_id:3957,7.414938,1.762024,-0.009131989,-0.008567479,-0.04330145,0.0005616263,-0.007697151,-0.01009027,470.7026,2.732129,1.57574,3.809302,0.7991083,0.2321616,1381882003,530924755
sim_inspiral:simulation_id:3958,8.56331,1.453737,0.2964762,-0.04968339,-0.1368469,0.01740689,0.01840369,-0.0008025725,185.5102,1.829825,2.446284,5.632238,4.319776,-0.1664816,1381887984,67798044
sim_inspiral:simulation_id:3962,9.814086,1.258878,-0.02852903,-0.008031333,-0.07469688,-0.00647865,0.03728446,-0.02853564,230.0095,2.81958,1.785539,1.05588,0.5746288,0.06128201,1381945457,239421613
sim_inspiral:simulation_id:3991,6.09096,1.439077,-0.07754489,0.07397693,-0.1961679,-0.0101551,0.01806639,-0.01132604,89.83986,0.584028,0.5873603,2.522222,2.297854,-0.4085953,1382266734,27086306
sim_inspiral:simulation_id:3993,7.666833,1.512513,-0.07732647,0.1199427,-0.4226345,-0.02788074,0.01183958,-0.0198722,337.9885,2.360055,5.968493,0.3508978,5.111376,0.8643291,1382305955,552252806
sim_inspiral:simulation_id:4004,9.527353,1.516732,-0.01292066,-0.001518149,-0.009581586,-0.002295299,-0.04613994,0.01540622,310.5666,2.847205,1.952179,0.9937016,0.8569152,-0.4305623,1382470078,690688759
sim_inspiral:simulation_id:4006,8.452603,1.454721,-0.01313552,0.06619439,-0.02181786,0.01326626,0.008252392,0.03447521,366.4993,2.162766,5.31961,2.57738,0.7597437,-0.2009424,1382483826,868193295
sim_inspiral:simulation_id:4007,8.87845,1.425539,-0.05015048,0.05210491,-0.01856245,-0.007197468,0.006442302,0.02175752,503.8963,0.2271452,3.588395,2.61515,3.348372,0.5661547,1382506962,138235433
sim_inspiral:simulation_id:4010,8.151076,1.334716,0.2141508,0.4168903,-0.09180915,-0.03215813,0.001616738,0.01552388,352.4927,1.920502,3.307097,0.7292902,3.840947,0.1320081,1382555343,521732751
sim_inspiral:simulation_id:4025,7.665895,1.361703,0.02019222,-0.04402719,0.009288333,0.007445741,-0.00248217,-0.0002331025,133.2519,1.440884,0.1661657,3.656959,1.073599,0.2447887,1382726710,699016894
sim_inspiral:simulation_id:4027,8.283805,1.301712,-0.2797498,0.04064822,0.02053526,0.01954365,-0.02653642,0.01737179,271.4267,1.74289,1.094451,5.165096,2.886671,-0.1947383,1382765732,205429993
sim_inspiral:simulation_id:4028,7.022156,1.537247,-0.01832086,0.02110433,0.04074619,0.02485936,0.03243117,-0.009101148,148.4651,2.36817,3.070377,1.288948,2.141229,0.05990177,1382805804,935843871
